year;areakm;municipality;geocode_ibge;state
2007;687,7273150517125;Abaetetuba;1500107;Para
2008;1,2424613960392064;Abaetetuba;1500107;Para
2009;2,9896739671142676;Abaetetuba;1500107;Para
2010;3,82898298840546;Abaetetuba;1500107;Para
2011;0,8320869368751692;Abaetetuba;1500107;Para
2012;2,2409178045443676;Abaetetuba;1500107;Para
2013;0,42117111149517017;Abaetetuba;1500107;Para
2014;0,2439393881625319;Abaetetuba;1500107;Para
2015;0,5861482650246084;Abaetetuba;1500107;Para
2016;0,3856690067861611;Abaetetuba;1500107;Para
2017;1,1789234140866527;Abaetetuba;1500107;Para
2018;0,6396519103752513;Abaetetuba;1500107;Para
2019;0,34012307717826396;Abaetetuba;1500107;Para
2020;1,2244934107992753;Abaetetuba;1500107;Para
2021;1,6968263946206572;Abaetetuba;1500107;Para
2022;0,40692128886863566;Abaetetuba;1500107;Para
2023;0,31446348211739467;Abaetetuba;1500107;Para
2024;0,5648192609955512;Abaetetuba;1500107;Para
2007;545,1462381996346;Abel Figueiredo;1500131;Para
2008;2,0430416513672127;Abel Figueiredo;1500131;Para
2009;1,0405524217900506;Abel Figueiredo;1500131;Para
2010;1,737775278555113;Abel Figueiredo;1500131;Para
2011;0,4365702380566971;Abel Figueiredo;1500131;Para
2012;0;Abel Figueiredo;1500131;Para
2013;0,35608089503521584;Abel Figueiredo;1500131;Para
2014;0,4211885291934384;Abel Figueiredo;1500131;Para
2015;0,1644385884062416;Abel Figueiredo;1500131;Para
2016;0,5040841573761293;Abel Figueiredo;1500131;Para
2017;0,2402553422768378;Abel Figueiredo;1500131;Para
2018;0,9512147374066928;Abel Figueiredo;1500131;Para
2019;4,153506027498901;Abel Figueiredo;1500131;Para
2020;1,213128051320839;Abel Figueiredo;1500131;Para
2021;2,0720799527669476;Abel Figueiredo;1500131;Para
2022;2,7259403528643067;Abel Figueiredo;1500131;Para
2023;1,53300483646723;Abel Figueiredo;1500131;Para
2024;0,17491141879251024;Abel Figueiredo;1500131;Para
2007;2260,3982041380496;Acara;1500206;Para
2008;47,75979073352991;Acara;1500206;Para
2009;11,895465461223644;Acara;1500206;Para
2010;30,159612138842373;Acara;1500206;Para
2011;15,00688320817623;Acara;1500206;Para
2012;4,814033032697277;Acara;1500206;Para
2013;18,270716486079625;Acara;1500206;Para
2014;5,834379091348467;Acara;1500206;Para
2015;7,0073472645171755;Acara;1500206;Para
2016;7,2124247535574435;Acara;1500206;Para
2017;18,53849541755437;Acara;1500206;Para
2018;16,74124095034811;Acara;1500206;Para
2019;18,166062982018428;Acara;1500206;Para
2020;15,667076605323162;Acara;1500206;Para
2021;10,313944804953639;Acara;1500206;Para
2022;5,708188704906544;Acara;1500206;Para
2023;8,364741384960633;Acara;1500206;Para
2024;12,631878651278795;Acara;1500206;Para
2007;27,292857246665918;Afua;1500305;Para
2008;0,13358219399535531;Afua;1500305;Para
2009;0;Afua;1500305;Para
2010;1,7319582073245856;Afua;1500305;Para
2011;0;Afua;1500305;Para
2012;0,15051121598603556;Afua;1500305;Para
2013;0,07392782951993802;Afua;1500305;Para
2014;0,17189921494880817;Afua;1500305;Para
2015;0;Afua;1500305;Para
2016;0;Afua;1500305;Para
2017;0,12054717208911213;Afua;1500305;Para
2018;0;Afua;1500305;Para
2019;0,10780247932492669;Afua;1500305;Para
2020;0;Afua;1500305;Para
2021;0;Afua;1500305;Para
2022;0,16465130476523432;Afua;1500305;Para
2023;0,2720332688113031;Afua;1500305;Para
2024;0,599768190699089;Afua;1500305;Para
2007;4568,937299085967;Agua Azul do Norte;1500347;Para
2008;22,8745374546865;Agua Azul do Norte;1500347;Para
2009;10,878467741054642;Agua Azul do Norte;1500347;Para
2010;7,14832188232558;Agua Azul do Norte;1500347;Para
2011;7,516241566579344;Agua Azul do Norte;1500347;Para
2012;5,980333967847805;Agua Azul do Norte;1500347;Para
2013;5,3008217741897905;Agua Azul do Norte;1500347;Para
2014;13,49486596775619;Agua Azul do Norte;1500347;Para
2015;9,549555371157139;Agua Azul do Norte;1500347;Para
2016;9,046909069018772;Agua Azul do Norte;1500347;Para
2017;8,363535444862553;Agua Azul do Norte;1500347;Para
2018;4,667902583097518;Agua Azul do Norte;1500347;Para
2019;9,680450448472588;Agua Azul do Norte;1500347;Para
2020;8,132146407462322;Agua Azul do Norte;1500347;Para
2021;5,368459518826431;Agua Azul do Norte;1500347;Para
2022;4,499863602463028;Agua Azul do Norte;1500347;Para
2023;3,913168434978845;Agua Azul do Norte;1500347;Para
2024;3,700547921532549;Agua Azul do Norte;1500347;Para
2007;2329,8234461923207;Alenquer;1500404;Para
2008;39,5572404528888;Alenquer;1500404;Para
2009;18,50562281987502;Alenquer;1500404;Para
2010;27,531522311243403;Alenquer;1500404;Para
2011;21,86844533365136;Alenquer;1500404;Para
2012;14,859315120477248;Alenquer;1500404;Para
2013;17,811671755966408;Alenquer;1500404;Para
2014;16,442435610656062;Alenquer;1500404;Para
2015;15,128995050669172;Alenquer;1500404;Para
2016;16,199661403271964;Alenquer;1500404;Para
2017;27,468203761223478;Alenquer;1500404;Para
2018;22,03070115592713;Alenquer;1500404;Para
2019;19,838942749745648;Alenquer;1500404;Para
2020;32,85926484235846;Alenquer;1500404;Para
2021;31,91596844590527;Alenquer;1500404;Para
2022;29,03525506186605;Alenquer;1500404;Para
2023;22,290819892761707;Alenquer;1500404;Para
2024;34,96264896636003;Alenquer;1500404;Para
2007;1648,685311075276;Almeirim;1500503;Para
2008;59,026652078557454;Almeirim;1500503;Para
2009;23,34307615993181;Almeirim;1500503;Para
2010;38,54389291374376;Almeirim;1500503;Para
2011;6,4861898099488755;Almeirim;1500503;Para
2012;19,486447216768553;Almeirim;1500503;Para
2013;9,17621981407384;Almeirim;1500503;Para
2014;23,479652199496044;Almeirim;1500503;Para
2015;12,13871195104172;Almeirim;1500503;Para
2016;14,965068575314394;Almeirim;1500503;Para
2017;20,799116040915415;Almeirim;1500503;Para
2018;18,59293322238318;Almeirim;1500503;Para
2019;29,672445620723682;Almeirim;1500503;Para
2020;24,701415369168302;Almeirim;1500503;Para
2021;31,540434036678615;Almeirim;1500503;Para
2022;18,384417573209586;Almeirim;1500503;Para
2023;22,80659203040294;Almeirim;1500503;Para
2024;43,90962520118697;Almeirim;1500503;Para
2007;5886,388540041263;Altamira;1500602;Para
2008;339,6219893591748;Altamira;1500602;Para
2009;388,9349138044691;Altamira;1500602;Para
2010;193,8513381367603;Altamira;1500602;Para
2011;249,89502871317768;Altamira;1500602;Para
2012;228,9597131234459;Altamira;1500602;Para
2013;296,53594671169327;Altamira;1500602;Para
2014;294,2279468475688;Altamira;1500602;Para
2015;308,19922041578167;Altamira;1500602;Para
2016;408,65379824000865;Altamira;1500602;Para
2017;224,21683681958967;Altamira;1500602;Para
2018;429,9528854405097;Altamira;1500602;Para
2019;575,0758420709606;Altamira;1500602;Para
2020;797,6865334027787;Altamira;1500602;Para
2021;765,5287860339109;Altamira;1500602;Para
2022;626,0215439675536;Altamira;1500602;Para
2023;317,6962792321472;Altamira;1500602;Para
2024;166,6303793267084;Altamira;1500602;Para
2007;171,0195664463957;Anajas;1500701;Para
2008;0;Anajas;1500701;Para
2009;1,0282892853447219;Anajas;1500701;Para
2010;11,978023453442317;Anajas;1500701;Para
2011;0,3067108001629317;Anajas;1500701;Para
2012;0,09258131663796688;Anajas;1500701;Para
2013;0;Anajas;1500701;Para
2014;0;Anajas;1500701;Para
2015;0,1056042041201989;Anajas;1500701;Para
2016;0,3790389884144489;Anajas;1500701;Para
2017;0;Anajas;1500701;Para
2018;0;Anajas;1500701;Para
2019;0,39414955682367986;Anajas;1500701;Para
2020;0,8951300692990054;Anajas;1500701;Para
2021;0,9718692758230686;Anajas;1500701;Para
2022;0,13315658524740914;Anajas;1500701;Para
2023;0,1965568987568205;Anajas;1500701;Para
2024;0,18470282727056817;Anajas;1500701;Para
2007;87,20066660009269;Ananindeua;1500800;Para
2008;0;Ananindeua;1500800;Para
2009;0;Ananindeua;1500800;Para
2010;0,07111884978717113;Ananindeua;1500800;Para
2011;0;Ananindeua;1500800;Para
2012;0,08301019067353534;Ananindeua;1500800;Para
2013;0;Ananindeua;1500800;Para
2014;0;Ananindeua;1500800;Para
2015;0;Ananindeua;1500800;Para
2016;0;Ananindeua;1500800;Para
2017;0;Ananindeua;1500800;Para
2018;0;Ananindeua;1500800;Para
2019;0;Ananindeua;1500800;Para
2020;0;Ananindeua;1500800;Para
2021;0;Ananindeua;1500800;Para
2022;0;Ananindeua;1500800;Para
2023;0;Ananindeua;1500800;Para
2024;0;Ananindeua;1500800;Para
2007;1877,2090594858978;Anapu;1500859;Para
2008;74,62669637906593;Anapu;1500859;Para
2009;26,76604166116152;Anapu;1500859;Para
2010;77,5060080455784;Anapu;1500859;Para
2011;223,2659378786086;Anapu;1500859;Para
2012;15,828314449444457;Anapu;1500859;Para
2013;19,161279711186626;Anapu;1500859;Para
2014;32,10045130364818;Anapu;1500859;Para
2015;95,11183780196754;Anapu;1500859;Para
2016;85,4902988194405;Anapu;1500859;Para
2017;98,43099279751122;Anapu;1500859;Para
2018;56,350944268906176;Anapu;1500859;Para
2019;217,31258541849581;Anapu;1500859;Para
2020;111,94868902581243;Anapu;1500859;Para
2021;133,7436954100013;Anapu;1500859;Para
2022;108,23945055799146;Anapu;1500859;Para
2023;95,72291367705796;Anapu;1500859;Para
2024;56,84979123420709;Anapu;1500859;Para
2007;722,6297036575332;Augusto Correa;1500909;Para
2008;0,3134231725368131;Augusto Correa;1500909;Para
2009;0,39035377885770944;Augusto Correa;1500909;Para
2010;0,1360282652659684;Augusto Correa;1500909;Para
2011;0;Augusto Correa;1500909;Para
2012;0;Augusto Correa;1500909;Para
2013;0;Augusto Correa;1500909;Para
2014;0;Augusto Correa;1500909;Para
2015;0,18636893846257424;Augusto Correa;1500909;Para
2016;0;Augusto Correa;1500909;Para
2017;0;Augusto Correa;1500909;Para
2018;0;Augusto Correa;1500909;Para
2019;0;Augusto Correa;1500909;Para
2020;0;Augusto Correa;1500909;Para
2021;0;Augusto Correa;1500909;Para
2022;0;Augusto Correa;1500909;Para
2023;0,30605833702345786;Augusto Correa;1500909;Para
2024;0;Augusto Correa;1500909;Para
2007;1496,8917416282056;Aurora do Para;1500958;Para
2008;17,16195844664609;Aurora do Para;1500958;Para
2009;10,674049678456814;Aurora do Para;1500958;Para
2010;10,80711915581371;Aurora do Para;1500958;Para
2011;6,787667818157384;Aurora do Para;1500958;Para
2012;0,8782208379182289;Aurora do Para;1500958;Para
2013;4,702666084381167;Aurora do Para;1500958;Para
2014;0,8579831547625071;Aurora do Para;1500958;Para
2015;0,9248083252491901;Aurora do Para;1500958;Para
2016;1,5096772607308937;Aurora do Para;1500958;Para
2017;4,618091519472411;Aurora do Para;1500958;Para
2018;3,6590277141056404;Aurora do Para;1500958;Para
2019;1,2920651179927138;Aurora do Para;1500958;Para
2020;3,1067778183524384;Aurora do Para;1500958;Para
2021;2,5933984659742526;Aurora do Para;1500958;Para
2022;2,116373694241257;Aurora do Para;1500958;Para
2023;2,8716549121233848;Aurora do Para;1500958;Para
2024;4,870145931863775;Aurora do Para;1500958;Para
2007;1089,839035776611;Aveiro;1501006;Para
2008;32,95077420859727;Aveiro;1501006;Para
2009;29,196509231081496;Aveiro;1501006;Para
2010;17,928461633753603;Aveiro;1501006;Para
2011;34,50322506717344;Aveiro;1501006;Para
2012;15,89933029421095;Aveiro;1501006;Para
2013;14,065318484194853;Aveiro;1501006;Para
2014;29,789683267619413;Aveiro;1501006;Para
2015;16,037555064791675;Aveiro;1501006;Para
2016;13,393869022263436;Aveiro;1501006;Para
2017;30,64642732047848;Aveiro;1501006;Para
2018;20,953917162000607;Aveiro;1501006;Para
2019;44,97588747538841;Aveiro;1501006;Para
2020;35,014136994790235;Aveiro;1501006;Para
2021;55,57730690071816;Aveiro;1501006;Para
2022;53,079702357491286;Aveiro;1501006;Para
2023;29,35710807868796;Aveiro;1501006;Para
2024;51,49768167317285;Aveiro;1501006;Para
2007;185,57051651216338;Bagre;1501105;Para
2008;3,7299625992669165;Bagre;1501105;Para
2009;1,8954041904523846;Bagre;1501105;Para
2010;17,415460023542177;Bagre;1501105;Para
2011;2,3288812893775748;Bagre;1501105;Para
2012;0,929338138022671;Bagre;1501105;Para
2013;0,530385429987338;Bagre;1501105;Para
2014;0,2483252241263511;Bagre;1501105;Para
2015;0,7387224314045557;Bagre;1501105;Para
2016;1,7546107989889186;Bagre;1501105;Para
2017;1,4162216740498017;Bagre;1501105;Para
2018;0,8335443723266429;Bagre;1501105;Para
2019;2,307612775014476;Bagre;1501105;Para
2020;3,2629050859740247;Bagre;1501105;Para
2021;6,139765411567087;Bagre;1501105;Para
2022;3,4232150625201645;Bagre;1501105;Para
2023;2,525459542464243;Bagre;1501105;Para
2024;9,166950247959756;Bagre;1501105;Para
2007;1521,2014322467762;Baiao;1501204;Para
2008;18,189126123065318;Baiao;1501204;Para
2009;13,37321349896312;Baiao;1501204;Para
2010;22,77089757686685;Baiao;1501204;Para
2011;7,449636621836764;Baiao;1501204;Para
2012;7,943589465162184;Baiao;1501204;Para
2013;6,248279375796438;Baiao;1501204;Para
2014;3,7988688367965215;Baiao;1501204;Para
2015;4,447080623743763;Baiao;1501204;Para
2016;5,637623806271399;Baiao;1501204;Para
2017;5,195260557905026;Baiao;1501204;Para
2018;9,904301788298763;Baiao;1501204;Para
2019;7,213567536953947;Baiao;1501204;Para
2020;6,43789553004085;Baiao;1501204;Para
2021;14,626811051015336;Baiao;1501204;Para
2022;8,888711276138032;Baiao;1501204;Para
2023;8,636148042028255;Baiao;1501204;Para
2024;8,245787712572698;Baiao;1501204;Para
2007;2075,0663445059613;Bannach;1501253;Para
2008;48,19768959622592;Bannach;1501253;Para
2009;15,75021012226215;Bannach;1501253;Para
2010;5,626748512739445;Bannach;1501253;Para
2011;5,637564126525145;Bannach;1501253;Para
2012;6,856376585199117;Bannach;1501253;Para
2013;4,588609429659391;Bannach;1501253;Para
2014;2,7220149203797135;Bannach;1501253;Para
2015;22,558406165622777;Bannach;1501253;Para
2016;10,899227525839992;Bannach;1501253;Para
2017;5,474697898378843;Bannach;1501253;Para
2018;1,5762031334045437;Bannach;1501253;Para
2019;2,33903746550727;Bannach;1501253;Para
2020;2,2073268699814954;Bannach;1501253;Para
2021;4,973123688684324;Bannach;1501253;Para
2022;4,0131369990587045;Bannach;1501253;Para
2023;2,5774232949011187;Bannach;1501253;Para
2024;0,4488173033363763;Bannach;1501253;Para
2007;326,7142343617156;Barcarena;1501303;Para
2008;1,0529854917433707;Barcarena;1501303;Para
2009;2,6698720642854235;Barcarena;1501303;Para
2010;1,9002127702891383;Barcarena;1501303;Para
2011;1,014289579377479;Barcarena;1501303;Para
2012;2,380321866599103;Barcarena;1501303;Para
2013;0,8208145326228476;Barcarena;1501303;Para
2014;0,9981172353531993;Barcarena;1501303;Para
2015;0,3385868101845968;Barcarena;1501303;Para
2016;0,6957550475316067;Barcarena;1501303;Para
2017;2,771739881577088;Barcarena;1501303;Para
2018;0,8198216197288102;Barcarena;1501303;Para
2019;0,06513317027896674;Barcarena;1501303;Para
2020;2,595801271652761;Barcarena;1501303;Para
2021;1,9707142055497129;Barcarena;1501303;Para
2022;0,5589819380731667;Barcarena;1501303;Para
2023;0,26226206975642835;Barcarena;1501303;Para
2024;0,9248952619247225;Barcarena;1501303;Para
2007;250,6128510785629;Belem;1501402;Para
2008;0,9463791479236942;Belem;1501402;Para
2009;0,08367660603270446;Belem;1501402;Para
2010;0,9111970347183526;Belem;1501402;Para
2011;0,2528677402182715;Belem;1501402;Para
2012;0,23121547561767258;Belem;1501402;Para
2013;0;Belem;1501402;Para
2014;0;Belem;1501402;Para
2015;0,2652994158908736;Belem;1501402;Para
2016;0,27910123160318856;Belem;1501402;Para
2017;0,27459974048543845;Belem;1501402;Para
2018;0,9250682041417084;Belem;1501402;Para
2019;1,2596062241888322;Belem;1501402;Para
2020;0,22694935687341525;Belem;1501402;Para
2021;0,4766750165400838;Belem;1501402;Para
2022;0,07096622385153689;Belem;1501402;Para
2023;0;Belem;1501402;Para
2024;0,0823996451594048;Belem;1501402;Para
2007;808,4000915365048;Belterra;1501451;Para
2008;4,9141667983663915;Belterra;1501451;Para
2009;6,591619054978241;Belterra;1501451;Para
2010;4,254887657677253;Belterra;1501451;Para
2011;1,57381735551226;Belterra;1501451;Para
2012;2,287433894828355;Belterra;1501451;Para
2013;0,6813660034618608;Belterra;1501451;Para
2014;1,2433346800757477;Belterra;1501451;Para
2015;11,024986500285866;Belterra;1501451;Para
2016;4,516900902660239;Belterra;1501451;Para
2017;1,969521860517931;Belterra;1501451;Para
2018;2,6099156168931628;Belterra;1501451;Para
2019;5,11992225534795;Belterra;1501451;Para
2020;4,472799634742418;Belterra;1501451;Para
2021;16,357264222548498;Belterra;1501451;Para
2022;12,781629897724223;Belterra;1501451;Para
2023;7,535339266809309;Belterra;1501451;Para
2024;5,789922864492604;Belterra;1501451;Para
2007;121,75787270287682;Benevides;1501501;Para
2008;0,05958573172400516;Benevides;1501501;Para
2009;0;Benevides;1501501;Para
2010;0,05067235650934966;Benevides;1501501;Para
2011;0;Benevides;1501501;Para
2012;0;Benevides;1501501;Para
2013;0,15939060438776836;Benevides;1501501;Para
2014;0;Benevides;1501501;Para
2015;0,1121378501094913;Benevides;1501501;Para
2016;0;Benevides;1501501;Para
2017;0,20573010569629266;Benevides;1501501;Para
2018;0,24792263704334605;Benevides;1501501;Para
2019;0,06491814837161719;Benevides;1501501;Para
2020;0,3126067787899284;Benevides;1501501;Para
2021;0,13876512925020973;Benevides;1501501;Para
2022;0,3526069997552247;Benevides;1501501;Para
2023;0;Benevides;1501501;Para
2024;0,06935059809930139;Benevides;1501501;Para
2007;1708,4365929609298;Bom Jesus do Tocantins;1501576;Para
2008;10,474737307149478;Bom Jesus do Tocantins;1501576;Para
2009;5,445274024328467;Bom Jesus do Tocantins;1501576;Para
2010;7,433909068639227;Bom Jesus do Tocantins;1501576;Para
2011;2,2851963146405754;Bom Jesus do Tocantins;1501576;Para
2012;1,79121885121966;Bom Jesus do Tocantins;1501576;Para
2013;6,021401244319131;Bom Jesus do Tocantins;1501576;Para
2014;5,643421885901724;Bom Jesus do Tocantins;1501576;Para
2015;5,4538370039672035;Bom Jesus do Tocantins;1501576;Para
2016;8,024341800951559;Bom Jesus do Tocantins;1501576;Para
2017;5,729283114166332;Bom Jesus do Tocantins;1501576;Para
2018;6,837072593056615;Bom Jesus do Tocantins;1501576;Para
2019;7,3410767193529995;Bom Jesus do Tocantins;1501576;Para
2020;19,126325029513758;Bom Jesus do Tocantins;1501576;Para
2021;7,988915614780817;Bom Jesus do Tocantins;1501576;Para
2022;6,5142734656420265;Bom Jesus do Tocantins;1501576;Para
2023;5,859158131212389;Bom Jesus do Tocantins;1501576;Para
2024;3,0091771704297487;Bom Jesus do Tocantins;1501576;Para
2007;535,2354163399199;Bonito;1501600;Para
2008;6,730499131034957;Bonito;1501600;Para
2009;0,6206006351992479;Bonito;1501600;Para
2010;1,3611884845730318;Bonito;1501600;Para
2011;1,7322629279571717;Bonito;1501600;Para
2012;0;Bonito;1501600;Para
2013;0,5600819081400658;Bonito;1501600;Para
2014;0,2831476418802717;Bonito;1501600;Para
2015;0,8243826709289879;Bonito;1501600;Para
2016;0,762362469911153;Bonito;1501600;Para
2017;0,6270054408536209;Bonito;1501600;Para
2018;0;Bonito;1501600;Para
2019;0;Bonito;1501600;Para
2020;0,23981483774807225;Bonito;1501600;Para
2021;0,19806798848284007;Bonito;1501600;Para
2022;0;Bonito;1501600;Para
2023;0,31802524758725775;Bonito;1501600;Para
2024;0,6571925566257996;Bonito;1501600;Para
2007;1699,7005353586499;Braganca;1501709;Para
2008;1,1796124053788006;Braganca;1501709;Para
2009;6,069483564977663;Braganca;1501709;Para
2010;2,6568075711114605;Braganca;1501709;Para
2011;0,8893184027870515;Braganca;1501709;Para
2012;0,2135453660851602;Braganca;1501709;Para
2013;0;Braganca;1501709;Para
2014;1,1157302991383369;Braganca;1501709;Para
2015;0,5054107110781713;Braganca;1501709;Para
2016;0;Braganca;1501709;Para
2017;0,5675682037131788;Braganca;1501709;Para
2018;0,2933403563327446;Braganca;1501709;Para
2019;0,2240347140376205;Braganca;1501709;Para
2020;0,40478629551627054;Braganca;1501709;Para
2021;0,30132695105102747;Braganca;1501709;Para
2022;0;Braganca;1501709;Para
2023;0,4817944497707972;Braganca;1501709;Para
2024;0,1252943659340508;Braganca;1501709;Para
2007;2506,0153667310465;Brasil Novo;1501725;Para
2008;16,809881593363134;Brasil Novo;1501725;Para
2009;56,84402398242315;Brasil Novo;1501725;Para
2010;49,74209643857453;Brasil Novo;1501725;Para
2011;38,426100715174826;Brasil Novo;1501725;Para
2012;8,781721457930635;Brasil Novo;1501725;Para
2013;31,83458659652775;Brasil Novo;1501725;Para
2014;8,630078431585876;Brasil Novo;1501725;Para
2015;10,758860589181305;Brasil Novo;1501725;Para
2016;6,590823748087558;Brasil Novo;1501725;Para
2017;27,73071638040424;Brasil Novo;1501725;Para
2018;18,837402755819742;Brasil Novo;1501725;Para
2019;25,989428691182404;Brasil Novo;1501725;Para
2020;26,709768973166252;Brasil Novo;1501725;Para
2021;20,131049744357245;Brasil Novo;1501725;Para
2022;8,633178766943887;Brasil Novo;1501725;Para
2023;11,389685815383032;Brasil Novo;1501725;Para
2024;9,077670736449802;Brasil Novo;1501725;Para
2007;1040,286048417039;Brejo Grande do Araguaia;1501758;Para
2008;8,725023770125597;Brejo Grande do Araguaia;1501758;Para
2009;3,153501900406379;Brejo Grande do Araguaia;1501758;Para
2010;2,342027144822009;Brejo Grande do Araguaia;1501758;Para
2011;2,159000226640494;Brejo Grande do Araguaia;1501758;Para
2012;1,0805598490327113;Brejo Grande do Araguaia;1501758;Para
2013;2,550958597489397;Brejo Grande do Araguaia;1501758;Para
2014;2,755023606498184;Brejo Grande do Araguaia;1501758;Para
2015;1,2073666791368294;Brejo Grande do Araguaia;1501758;Para
2016;2,3043996732063055;Brejo Grande do Araguaia;1501758;Para
2017;1,924905189989322;Brejo Grande do Araguaia;1501758;Para
2018;0,8991431867632398;Brejo Grande do Araguaia;1501758;Para
2019;1,1953694982080023;Brejo Grande do Araguaia;1501758;Para
2020;1,399318629713671;Brejo Grande do Araguaia;1501758;Para
2021;1,9573248364599005;Brejo Grande do Araguaia;1501758;Para
2022;1,859280107632448;Brejo Grande do Araguaia;1501758;Para
2023;1,0438773427233108;Brejo Grande do Araguaia;1501758;Para
2024;0,5696696186158853;Brejo Grande do Araguaia;1501758;Para
2007;2623,054395447938;Breu Branco;1501782;Para
2008;67,46975631840206;Breu Branco;1501782;Para
2009;17,530974472112305;Breu Branco;1501782;Para
2010;53,98793163290937;Breu Branco;1501782;Para
2011;14,775986062840955;Breu Branco;1501782;Para
2012;17,12083197273353;Breu Branco;1501782;Para
2013;11,181078429268775;Breu Branco;1501782;Para
2014;6,528202329782417;Breu Branco;1501782;Para
2015;16,029882568113884;Breu Branco;1501782;Para
2016;9,200913249896102;Breu Branco;1501782;Para
2017;8,898276506031133;Breu Branco;1501782;Para
2018;8,988411380257359;Breu Branco;1501782;Para
2019;9,284292422651907;Breu Branco;1501782;Para
2020;13,110528474581912;Breu Branco;1501782;Para
2021;13,066999171000788;Breu Branco;1501782;Para
2022;8,271611951961098;Breu Branco;1501782;Para
2023;9,113990732650315;Breu Branco;1501782;Para
2024;11,649828773093653;Breu Branco;1501782;Para
2007;537,2717970131939;Breves;1501808;Para
2008;3,947235519257966;Breves;1501808;Para
2009;0,9676505615621954;Breves;1501808;Para
2010;2,0004275869479757;Breves;1501808;Para
2011;0,6381300537739386;Breves;1501808;Para
2012;0,2773843643748832;Breves;1501808;Para
2013;1,2474929434220672;Breves;1501808;Para
2014;0,5103807052421372;Breves;1501808;Para
2015;0,9120233763445225;Breves;1501808;Para
2016;1,860269363988155;Breves;1501808;Para
2017;1,0367588579321019;Breves;1501808;Para
2018;0,3610259942667976;Breves;1501808;Para
2019;1,8058399594893804;Breves;1501808;Para
2020;1,8783842637032324;Breves;1501808;Para
2021;2,3095265840614774;Breves;1501808;Para
2022;1,5493224759579733;Breves;1501808;Para
2023;1,1098818275863176;Breves;1501808;Para
2024;1,880726037222415;Breves;1501808;Para
2007;643,8692945985675;Bujaru;1501907;Para
2008;5,608741950293272;Bujaru;1501907;Para
2009;0,5370033330354126;Bujaru;1501907;Para
2010;1,1815651870238657;Bujaru;1501907;Para
2011;1,6514769278658383;Bujaru;1501907;Para
2012;0,8735195062210441;Bujaru;1501907;Para
2013;2,619621959098923;Bujaru;1501907;Para
2014;0,08012805022850203;Bujaru;1501907;Para
2015;1,1058871199513827;Bujaru;1501907;Para
2016;0,682845474263814;Bujaru;1501907;Para
2017;6,157021078338443;Bujaru;1501907;Para
2018;0,9082330012665449;Bujaru;1501907;Para
2019;0,1649049290370917;Bujaru;1501907;Para
2020;1,2533324271149184;Bujaru;1501907;Para
2021;0,5716464389882095;Bujaru;1501907;Para
2022;0,2495892463614448;Bujaru;1501907;Para
2023;0,4422145649258979;Bujaru;1501907;Para
2024;0,9667543683018508;Bujaru;1501907;Para
2007;85,21378544784288;Cachoeira do Arari;1502004;Para
2008;0;Cachoeira do Arari;1502004;Para
2009;0,33206531137809636;Cachoeira do Arari;1502004;Para
2010;0,9322549089346167;Cachoeira do Arari;1502004;Para
2011;0,21130363702023983;Cachoeira do Arari;1502004;Para
2012;0;Cachoeira do Arari;1502004;Para
2013;0,0846011916927643;Cachoeira do Arari;1502004;Para
2014;0;Cachoeira do Arari;1502004;Para
2015;0;Cachoeira do Arari;1502004;Para
2016;0,0768711455198601;Cachoeira do Arari;1502004;Para
2017;0;Cachoeira do Arari;1502004;Para
2018;0,2296501181586832;Cachoeira do Arari;1502004;Para
2019;0;Cachoeira do Arari;1502004;Para
2020;0;Cachoeira do Arari;1502004;Para
2021;0,39337479654118557;Cachoeira do Arari;1502004;Para
2022;0,07045265320996484;Cachoeira do Arari;1502004;Para
2023;0,06546152594615566;Cachoeira do Arari;1502004;Para
2024;0,20058582745525919;Cachoeira do Arari;1502004;Para
2007;1256,5489746679727;Cachoeira do Piria;1501956;Para
2008;23,36194900364007;Cachoeira do Piria;1501956;Para
2009;81,83165525490556;Cachoeira do Piria;1501956;Para
2010;58,76450608148435;Cachoeira do Piria;1501956;Para
2011;24,34649483463233;Cachoeira do Piria;1501956;Para
2012;3,261038281211127;Cachoeira do Piria;1501956;Para
2013;5,036958548631451;Cachoeira do Piria;1501956;Para
2014;10,505126691726476;Cachoeira do Piria;1501956;Para
2015;12,633559510202653;Cachoeira do Piria;1501956;Para
2016;9,164191237147227;Cachoeira do Piria;1501956;Para
2017;20,99023289436656;Cachoeira do Piria;1501956;Para
2018;19,08329812318098;Cachoeira do Piria;1501956;Para
2019;22,785384219847607;Cachoeira do Piria;1501956;Para
2020;27,8582515080118;Cachoeira do Piria;1501956;Para
2021;15,460928666407716;Cachoeira do Piria;1501956;Para
2022;11,880176207867393;Cachoeira do Piria;1501956;Para
2023;25,794783544228117;Cachoeira do Piria;1501956;Para
2024;15,898432779071555;Cachoeira do Piria;1501956;Para
2007;1130,2828990016083;Cameta;1502103;Para
2008;0,7899752375368505;Cameta;1502103;Para
2009;6,683282568117679;Cameta;1502103;Para
2010;13,546831561411386;Cameta;1502103;Para
2011;1,3833650424920938;Cameta;1502103;Para
2012;0,48287780103154104;Cameta;1502103;Para
2013;0,3969742634063057;Cameta;1502103;Para
2014;0,33642532514712403;Cameta;1502103;Para
2015;0,29344070708702186;Cameta;1502103;Para
2016;0,4081322379230374;Cameta;1502103;Para
2017;1,2703300197826466;Cameta;1502103;Para
